1060	Bruxelles Saint-Gilles	Bruxelles-Capitale	Bruxelles		50.8167	4.3333
1060	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1070	Bruxelles Anderlecht	Bruxelles-Capitale	Bruxelles		50.8333	4.3
1070	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1080	Bruxelles Molenbeek-Saint-Jean	Bruxelles-Capitale	Bruxelles		50.85	4.3167
1080	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1081	Bruxelles Koekelberg	Bruxelles-Capitale	Bruxelles		50.8667	4.3333
1082	Bruxelles Berchem-Sainte-Agathe	Bruxelles-Capitale	Bruxelles		50.8667	4.2833
1083	Bruxelles Ganshoren	Bruxelles-Capitale	Bruxelles		50.8667	4.3
1090	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1090	Bruxelles Jette	Bruxelles-Capitale	Bruxelles		50.8667	4.3333
1110	OTAN - NATO	Bruxelles-Capitale	Bruxelles		50.8765	4.422
1120	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1120	Bruxelles Neder-over-Heembeek	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1130	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1140	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1140	Bruxelles Evere	Bruxelles-Capitale	Bruxelles		50.8667	4.4
1150	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1150	Bruxelles Woluwe-Saint-Pierre	Bruxelles-Capitale	Bruxelles		50.8333	4.4167
1160	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1160	Bruxelles Auderghem	Bruxelles-Capitale	Bruxelles		50.8167	4.4333
1170	Bruxelles Watermael-Boitsfort	Bruxelles-Capitale	Bruxelles		50.8	4.4
1170	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1180	Bruxelles Uccle	Bruxelles-Capitale	Bruxelles		50.8	4.3167
1180	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1190	Bruxelles Forest	Bruxelles-Capitale	Bruxelles		50.8	4.3167
1190	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1200	Bruxelles Woluwé-Saint-Lambert	Bruxelles-Capitale	Bruxelles		50.85	4.4
1200	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1201	R.T.L. - T.V.I.	Bruxelles-Capitale	Bruxelles		50.8425	4.426
1210	Bruxelles	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1210	Bruxelles Saint-Josse-ten-Noode	Bruxelles-Capitale	Bruxelles		50.8466	4.3528
1212	SPF Mobilité	Bruxelles-Capitale	Bruxelles		50.8573	4.3593
2000	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2018	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2020	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2030	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2040	Antwerpen Berendrecht	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2040	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2040	Antwerpen Lillo	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2040	Antwerpen Berendrecht-Zandvliet-Lillo	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2040	Antwerpen Zandvliet	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2050	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2060	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2070	Zwijndrecht Burcht	Vlaanderen	Antwerpen	Antwerpen	51.2	4.35
2070	Zwijndrecht	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.3333
2100	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2100	Antwerpen Deurne	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2110	Wijnegem	Vlaanderen	Antwerpen	Antwerpen	51.2333	4.5333
2140	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2140	Antwerpen Borgerhout	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2150	Borsbeek	Vlaanderen	Antwerpen	Antwerpen	51.2	4.4833
2160	Wommelgem	Vlaanderen	Antwerpen	Antwerpen	51.2	4.5167
2170	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2170	Antwerpen Merksem	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2180	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2180	Antwerpen Ekeren	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2200	Herentals Morkhoven	Vlaanderen	Antwerpen	Turnhout	51.1167	4.8
2200	Herentals	Vlaanderen	Antwerpen	Turnhout	51.1833	4.8333
2200	Herentals Noorderwijk	Vlaanderen	Antwerpen	Turnhout	51.15	4.8333
2220	Heist-op-den-Berg	Vlaanderen	Antwerpen	Mechelen	51.1605	4.7784
2220	Heist-op-den-Berg Hallaar	Vlaanderen	Antwerpen	Mechelen	51.1605	4.7784
2221	Heist-op-den-Berg Booischot	Vlaanderen	Antwerpen	Mechelen	51.1605	4.7784
2221	Heist-op-den-Berg	Vlaanderen	Antwerpen	Mechelen	51.1605	4.7784
2222	Heist-op-den-Berg Itegem	Vlaanderen	Antwerpen	Mechelen	51.1605	4.7784
2222	Heist-op-den-Berg Wiekevorst	Vlaanderen	Antwerpen	Mechelen	51.1605	4.7784
2222	Heist-op-den-Berg	Vlaanderen	Antwerpen	Mechelen	51.1605	4.7784
2223	Heist-op-den-Berg Schriek	Vlaanderen	Antwerpen	Mechelen	51.1605	4.7784
2223	Heist-op-den-Berg	Vlaanderen	Antwerpen	Mechelen	51.1605	4.7784
2230	Herselt	Vlaanderen	Antwerpen	Turnhout	51.05	4.8833
2230	Herselt Ramsel	Vlaanderen	Antwerpen	Turnhout	51.0333	4.8167
2235	Hulshout Houtvenne	Vlaanderen	Antwerpen	Turnhout	51.05	4.8
2235	Hulshout Westmeerbeek	Vlaanderen	Antwerpen	Turnhout	51.0667	4.85
2235	Hulshout	Vlaanderen	Antwerpen	Turnhout	51.0833	4.7833
2240	Zandhoven	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.65
2240	Zandhoven Massenhoven	Vlaanderen	Antwerpen	Antwerpen	51.2	4.6167
2240	Zandhoven Viersel	Vlaanderen	Antwerpen	Antwerpen	51.1833	4.6333
2242	Zandhoven	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.65
2242	Zandhoven Pulderbos	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.6833
2243	Zandhoven Pulle	Vlaanderen	Antwerpen	Antwerpen	51.2	4.7
2250	Olen	Vlaanderen	Antwerpen	Turnhout	51.15	4.85
2260	Westerlo	Vlaanderen	Antwerpen	Turnhout	51.0833	4.9167
2260	Westerlo Tongerlo	Vlaanderen	Antwerpen	Turnhout	51.1	4.8889
2260	Westerlo Oevel	Vlaanderen	Antwerpen	Turnhout	51.1333	4.8833
2260	Westerlo Zoerle-Parwijs	Vlaanderen	Antwerpen	Turnhout	51.0833	4.8667
2270	Herenthout	Vlaanderen	Antwerpen	Turnhout	51.15	4.7667
2275	Lille Wechelderzande	Vlaanderen	Antwerpen	Turnhout	51.2667	4.7667
2275	Lille	Vlaanderen	Antwerpen	Turnhout	51.2333	4.8333
2275	Lille Gierle	Vlaanderen	Antwerpen	Turnhout	51.2667	4.85
2275	Lille Poederlee	Vlaanderen	Antwerpen	Turnhout	51.2333	4.8167
2280	Grobbendonk	Vlaanderen	Antwerpen	Turnhout	51.2	4.7167
2288	Grobbendonk Bouwel	Vlaanderen	Antwerpen	Turnhout	51.1667	4.7333
2288	Grobbendonk	Vlaanderen	Antwerpen	Turnhout	51.2	4.7167
2290	Vorselaar	Vlaanderen	Antwerpen	Turnhout	51.2	4.7667
2300	Turnhout	Vlaanderen	Antwerpen	Turnhout	51.3167	4.95
2310	Rijkevorsel	Vlaanderen	Antwerpen	Turnhout	51.35	4.7667
2320	Hoogstraten	Vlaanderen	Antwerpen	Turnhout	51.4	4.7667
2321	Hoogstraten Meer	Vlaanderen	Antwerpen	Turnhout	51.45	4.7333
2321	Hoogstraten	Vlaanderen	Antwerpen	Turnhout	51.4	4.7667
2322	Hoogstraten	Vlaanderen	Antwerpen	Turnhout	51.4	4.7667
2322	Hoogstraten Minderhout	Vlaanderen	Antwerpen	Turnhout	51.4167	4.7667
2323	Hoogstraten Wortel	Vlaanderen	Antwerpen	Turnhout	51.4	4.8
2323	Hoogstraten	Vlaanderen	Antwerpen	Turnhout	51.4	4.7667
2328	Hoogstraten Meerle	Vlaanderen	Antwerpen	Turnhout	51.4667	4.8
2328	Hoogstraten	Vlaanderen	Antwerpen	Turnhout	51.4	4.7667
2330	Merksplas	Vlaanderen	Antwerpen	Turnhout	51.3667	4.8667
2340	Beerse	Vlaanderen	Antwerpen	Turnhout	51.3167	4.8667
2340	Beerse Vlimmeren	Vlaanderen	Antwerpen	Turnhout	51.3	4.7833
2350	Vosselaar	Vlaanderen	Antwerpen	Turnhout	51.3167	4.8833
2360	Oud-Turnhout	Vlaanderen	Antwerpen	Turnhout	51.3167	4.9833
2370	Arendonk	Vlaanderen	Antwerpen	Turnhout	51.3167	5.0833
2380	Ravels	Vlaanderen	Antwerpen	Turnhout	51.3667	5
2381	Ravels Weelde	Vlaanderen	Antwerpen	Turnhout	51.4167	5
2381	Ravels	Vlaanderen	Antwerpen	Turnhout	51.3667	5
2382	Ravels Poppel	Vlaanderen	Antwerpen	Turnhout	51.45	5.0333
2382	Ravels	Vlaanderen	Antwerpen	Turnhout	51.3667	5
2387	Baarle-Hertog	Vlaanderen	Antwerpen	Turnhout	51.45	4.9333
2390	Malle	Vlaanderen	Antwerpen	Antwerpen	51.3	4.7083
2390	Malle Westmalle	Vlaanderen	Antwerpen	Antwerpen	51.3	4.6833
2390	Malle Oostmalle	Vlaanderen	Antwerpen	Antwerpen	51.3	4.7333
2400	Mol	Vlaanderen	Antwerpen	Turnhout	51.1833	5.1
2430	Laakdal Eindhout	Vlaanderen	Antwerpen	Turnhout	51.1	5
2430	Laakdal Vorst	Vlaanderen	Antwerpen	Turnhout	51.1	5
2430	Laakdal	Vlaanderen	Antwerpen	Turnhout	51.1	5
2431	Laakdal Veerle	Vlaanderen	Antwerpen	Turnhout	51.0667	5
2431	Herselt	Vlaanderen	Antwerpen	Turnhout	51.05	4.8833
2431	Laakdal	Vlaanderen	Antwerpen	Turnhout	51.0583	4.9417
2431	Herselt Varendonk	Vlaanderen	Antwerpen	Turnhout	51.0583	4.9417
2440	Geel	Vlaanderen	Antwerpen	Turnhout	51.1667	5
2450	Meerhout	Vlaanderen	Antwerpen	Turnhout	51.35	4.75
2460	Kasterlee	Vlaanderen	Antwerpen	Turnhout	51.25	4.95
2460	Kasterlee Lichtaart	Vlaanderen	Antwerpen	Turnhout	51.2333	4.9
2460	Kasterlee Tielen	Vlaanderen	Antwerpen	Turnhout	51.2333	4.8833
2470	Retie	Vlaanderen	Antwerpen	Turnhout	51.2667	5.0667
2480	Dessel	Vlaanderen	Antwerpen	Turnhout	51.2333	5.1167
2490	Balen	Vlaanderen	Antwerpen	Turnhout	51.1667	5.15
2491	Balen Olmen	Vlaanderen	Antwerpen	Turnhout	51.15	5.1667
2491	Balen	Vlaanderen	Antwerpen	Turnhout	51.1667	5.15
2500	Lier Koningshooikt	Vlaanderen	Antwerpen	Mechelen	51.1	4.6
2500	Lier	Vlaanderen	Antwerpen	Mechelen	51.1	4.6
2520	Ranst	Vlaanderen	Antwerpen	Antwerpen	51.2	4.55
2520	Ranst Emblem	Vlaanderen	Antwerpen	Antwerpen	51.1667	4.6
2520	Ranst Broechem	Vlaanderen	Antwerpen	Antwerpen	51.1833	4.6
2520	Ranst Oelegem	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.5833
2530	Boechout	Vlaanderen	Antwerpen	Antwerpen	51.1667	4.5
2531	Boechout Vremde	Vlaanderen	Antwerpen	Antwerpen	51.1833	4.5167
2531	Boechout	Vlaanderen	Antwerpen	Antwerpen	51.1667	4.5
2540	Hove	Vlaanderen	Antwerpen	Antwerpen	51.15	4.4667
2547	Lint	Vlaanderen	Antwerpen	Antwerpen	51.1333	4.5
2550	Kontich Waarloos	Vlaanderen	Antwerpen	Antwerpen	51.1	4.45
2550	Kontich	Vlaanderen	Antwerpen	Antwerpen	51.1333	4.45
2560	Nijlen Kessel	Vlaanderen	Antwerpen	Mechelen	51.1333	4.6167
2560	Nijlen	Vlaanderen	Antwerpen	Mechelen	51.1667	4.65
2560	Nijlen Bevel	Vlaanderen	Antwerpen	Mechelen	51.1333	4.6833
2570	Duffel	Vlaanderen	Antwerpen	Mechelen	51.1	4.5167
2580	Putte Beerzel	Vlaanderen	Antwerpen	Mechelen	51.0667	4.6667
2580	Putte Grasheide	Vlaanderen	Antwerpen	Mechelen	51.0667	4.65
2580	Putte	Vlaanderen	Antwerpen	Mechelen	51.0667	4.6333
2580	Putte Peulis	Vlaanderen	Antwerpen	Mechelen	51.0667	4.65
2590	Berlaar Gestel	Vlaanderen	Antwerpen	Mechelen	51.1333	4.65
2590	Berlaar	Vlaanderen	Antwerpen	Mechelen	51.1167	4.65
2600	Antwerpen Berchem	Vlaanderen	Antwerpen	Antwerpen	51.2	4.4333
2600	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2610	Antwerpen Wilrijk	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2610	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2620	Hemiksem	Vlaanderen	Antwerpen	Antwerpen	51.15	4.35
2627	Schelle	Vlaanderen	Antwerpen	Antwerpen	51.1333	4.3333
2630	Aartselaar	Vlaanderen	Antwerpen	Antwerpen	51.1333	4.3833
2640	Mortsel	Vlaanderen	Antwerpen	Antwerpen	51.1667	4.4667
2650	Edegem	Vlaanderen	Antwerpen	Antwerpen	51.15	4.45
2660	Antwerpen Hoboken	Vlaanderen	Antwerpen	Antwerpen	51.1667	4.35
2660	Antwerpen	Vlaanderen	Antwerpen	Antwerpen	51.2167	4.4167
2800	Mechelen	Vlaanderen	Antwerpen	Mechelen	51.0333	4.4667
2800	Mechelen Walem	Vlaanderen	Antwerpen	Mechelen	51.0667	4.4667
2801	Mechelen	Vlaanderen	Antwerpen	Mechelen	51.0333	4.4667
2801	Mechelen Heffen	Vlaanderen	Antwerpen	Mechelen	51.05	4.4167
2811	Mechelen	Vlaanderen	Antwerpen	Mechelen	51.0333	4.4667
2811	Mechelen Hombeek	Vlaanderen	Antwerpen	Mechelen	51.0167	4.45
2811	Mechelen Leest	Vlaanderen	Antwerpen	Mechelen	51.0333	4.4167
2812	Mechelen Muizen	Vlaanderen	Antwerpen	Mechelen	51.0333	4.4667
2812	Mechelen	Vlaanderen	Antwerpen	Mechelen	51.0333	4.4667
2820	Bonheiden	Vlaanderen	Antwerpen	Mechelen	51.0226	4.5471
2820	Bonheiden Rijmenam	Vlaanderen	Antwerpen	Mechelen	51	4.5667
2830	Willebroek Tisselt	Vlaanderen	Antwerpen	Mechelen	51.0333	4.3667
2830	Willebroek	Vlaanderen	Antwerpen	Mechelen	51.0667	4.3667
2830	Willebroek Heindonk	Vlaanderen	Antwerpen	Mechelen	51.0667	4.4
2830	Willebroek Blaasveld	Vlaanderen	Antwerpen	Mechelen	51.05	4.3667
2840	Rumst Terhagen	Vlaanderen	Antwerpen	Antwerpen	51.0833	4.4
2840	Rumst	Vlaanderen	Antwerpen	Antwerpen	51.0833	4.4167
2840	Rumst Reet	Vlaanderen	Antwerpen	Antwerpen	51.1	4.4167
2845	Niel	Vlaanderen	Antwerpen	Antwerpen	51.1167	4.3333
2850	Boom	Vlaanderen	Antwerpen	Antwerpen	51.0833	4.3667
2860	Sint-Katelijne-Waver	Vlaanderen	Antwerpen	Mechelen	51.0667	4.5333
2861	Sint-Katelijne-Waver Onze-Lieve-Vrouw-Waver	Vlaanderen	Antwerpen	Mechelen	51.0667	4.5667
2861	Sint-Katelijne-Waver	Vlaanderen	Antwerpen	Mechelen	51.0667	4.5333
2870	Puurs Breendonk	Vlaanderen	Antwerpen	Mechelen	51.05	4.3333
2870	Puurs Liezele	Vlaanderen	Antwerpen	Mechelen	51.0667	4.2833
2870	Puurs	Vlaanderen	Antwerpen	Mechelen	51.0833	4.2833
2870	Puurs Ruisbroek	Vlaanderen	Antwerpen	Mechelen	51.0667	4.3
2880	Bornem Weert	Vlaanderen	Antwerpen	Mechelen	51.1	4.2
2880	Bornem Mariekerke	Vlaanderen	Antwerpen	Mechelen	51.1	4.2333
2880	Bornem Hingene	Vlaanderen	Antwerpen	Mechelen	51.1	4.2667
2880	Bornem	Vlaanderen	Antwerpen	Mechelen	51.1	4.2333
2890	Sint-Amands Oppuurs	Vlaanderen	Antwerpen	Mechelen	51.0667	4.25
2890	Sint-Amands	Vlaanderen	Antwerpen	Mechelen	51.05	4.2
2890	Sint-Amands Lippelo	Vlaanderen	Antwerpen	Mechelen	51.05	4.2667
2900	Schoten	Vlaanderen	Antwerpen	Antwerpen	51.25	4.5
2910	Essen	Vlaanderen	Antwerpen	Antwerpen	51.4667	4.4667
2920	Kalmthout	Vlaanderen	Antwerpen	Antwerpen	51.3833	4.4667
2930	Brasschaat	Vlaanderen	Antwerpen	Antwerpen	51.2833	4.45
2940	Stabroek	Vlaanderen	Antwerpen	Antwerpen	51.3333	4.3667
2940	Stabroek Hoevenen	Vlaanderen	Antwerpen	Antwerpen	51.3	4.3833
2950	Kapellen	Vlaanderen	Antwerpen	Antwerpen	51.3167	4.4333
2960	Brecht	Vlaanderen	Antwerpen	Antwerpen	51.35	4.6333
2960	Brecht Sint-Job-in-'t-Goor	Vlaanderen	Antwerpen	Antwerpen	51.35	4.6583
2960	Brecht Sint-Lenaarts	Vlaanderen	Antwerpen	Antwerpen	51.35	4.6833
2970	Schilde	Vlaanderen	Antwerpen	Antwerpen	51.2333	4.5667
2970	Schilde 's Gravenwezel	Vlaanderen	Antwerpen	Antwerpen	51.2333	4.5667
2980	Zoersel	Vlaanderen	Antwerpen	Antwerpen	51.2667	4.7
2980	Zoersel Halle	Vlaanderen	Antwerpen	Antwerpen	51.2667	4.7
2990	Wuustwezel	Vlaanderen	Antwerpen	Antwerpen	51.3833	4.6
2990	Wuustwezel Loenhout	Vlaanderen	Antwerpen	Antwerpen	51.4	4.65
1500	Halle	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.741	4.2325
1501	Halle	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.741	4.2325
1501	Halle Buizingen	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.741	4.2325
1502	Halle	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.741	4.2325
1502	Halle Lembeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.741	4.2325
1540	Herne Herfelingen	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.75	4.1
1540	Herne	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7167	4.0333
1541	Herne Sint-Pieters-Kapelle	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7167	4.0333
1541	Herne	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7167	4.0333
1547	Bever	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.9167	4.3167
1560	Hoeilaart	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7667	4.4667
1570	Galmaarden	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.75	3.9667
1570	Galmaarden Tollembeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7333	4.0167
1570	Galmaarden Vollezele	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7667	4.0167
1600	Sint-Pieters-Leeuw	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7833	4.2333
1600	Sint-Pieters-Leeuw Oudenaken	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7833	4.2
1600	Sint-Pieters-Leeuw Sint-Laureins-Berchem	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7833	4.2
1601	Sint-Pieters-Leeuw Ruisbroek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7875	4.2167
1602	Sint-Pieters-Leeuw Vlezenbeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8	4.2333
1620	Drogenbos	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7833	4.3167
1630	Linkebeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7667	4.3333
1640	Sint-Genesius-Rode	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.75	4.35
1650	Beersel	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7667	4.3
1651	Beersel Lot	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7667	4.2667
1651	Beersel	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7667	4.3
1652	Beersel Alsemberg	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7333	4.3167
1652	Beersel	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7667	4.3
1653	Beersel Dworp	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7333	4.3
1653	Beersel	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7667	4.3
1654	Beersel Huizingen	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.75	4.2833
1654	Beersel	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7667	4.3
1670	Pepingen Bogaarden	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7333	4.1333
1670	Pepingen Heikruis	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7333	4.1167
1670	Pepingen	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.75	4.15
1671	Pepingen	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.75	4.15
1671	Pepingen Elingen	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7833	4.1667
1673	Pepingen Beert	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.7333	4.1833
1673	Pepingen	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.75	4.15
1674	Pepingen Bellingen	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.75	4.15
1674	Pepingen	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.75	4.15
1700	Dilbeek Sint-Martens-Bodegem	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8667	4.2
1700	Dilbeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.85	4.2667
1700	Dilbeek Sint-Ulriks-Kapelle	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8833	4.2167
1701	Dilbeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.85	4.2667
1701	Dilbeek Itterbeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8333	4.25
1702	Dilbeek Groot-Bijgaarden	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8667	4.25
1702	Dilbeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.85	4.2667
1703	Dilbeek Schepdaal	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8333	4.1833
1703	Dilbeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.85	4.2667
1730	Asse	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.9167	4.2
1730	Asse Kobbegem	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.9167	4.25
1730	Asse Bekkerzeel	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8833	4.2333
1730	Asse Mollem	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.9333	4.2333
1731	Asse Zellik	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8833	4.2667
1731	Asse	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.9167	4.2
1731	Asse Relegem	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.9	4.2833
1740	Ternat	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8667	4.1833
1741	Ternat Wambeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.85	4.1667
1741	Ternat	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8667	4.1833
1742	Ternat	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8667	4.1833
1742	Ternat Sint-Katherina-Lombeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8667	4.15
1745	Opwijk	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.9667	4.1833
1745	Opwijk Mazenzele	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.95	4.1667
1750	Lennik	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8063	4.1684
1750	Lennik Sint-Martens-Lennik	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8116	4.1697
1750	Lennik Gaasbeek	Vlaanderen	Vlaams Brabant	Halle-Vilvoorde	50.8	4.1833
